"Papa ID","Device ID","Event Type","Date","Message ID","Payload","# of Hops"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:12:36.626+00:00","YKD3","Counter:992 Temp:30.68 Hum:7.985 Press:96638.69 Gas:150455.48 Pred:0 Lat:33.42581 Lng:-111.9357 Alt:416.91","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:12:26.231+00:00","BHBG","Counter:991 Temp:30.69 Hum:7.990 Press:96638.90 Gas:150455.48 Pred:0 Lat:33.42581 Lng:-111.9357 Alt:416.91","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:12:15.799+00:00","Q3CQ","Counter:990 Temp:30.71 Hum:8.076 Press:96639.16 Gas:149795.20 Pred:1 Lat:33.42581 Lng:-111.9357 Alt:416.91","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:12:05.407+00:00","SD84","Counter:989 Temp:30.73 Hum:8.019 Press:96639.04 Gas:151793.66 Pred:1 Lat:33.42581 Lng:-111.9357 Alt:416.91","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:11:55.027+00:00","E88Q","Counter:988 Temp:30.77 Hum:7.898 Press:96639.22 Gas:151524.12 Pred:1 Lat:33.42581 Lng:-111.9357 Alt:416.91","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:11:44.687+00:00","RLB2","Counter:987 Temp:30.80 Hum:7.842 Press:96639.95 Gas:152064.16 Pred:1 Lat:33.42581 Lng:-111.9357 Alt:416.91","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:11:34.287+00:00","7DOR","Counter:986 Temp:30.82 Hum:7.800 Press:96640.41 Gas:151121.61 Pred:1 Lat:33.42577 Lng:-111.9357 Alt:400.10","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:11:23.682+00:00","KKL2","Counter:985 Temp:30.84 Hum:7.753 Press:96640.36 Gas:152199.77 Pred:1 Lat:33.42577 Lng:-111.9357 Alt:400.10","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:11:13.307+00:00","6SKI","Counter:984 Temp:30.85 Hum:7.735 Press:96640.22 Gas:151658.77 Pred:0 Lat:33.42577 Lng:-111.9357 Alt:400.10","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:11:02.94+00:00","T8G2","Counter:983 Temp:30.86 Hum:7.763 Press:96640.45 Gas:151389.70 Pred:1 Lat:33.42577 Lng:-111.9357 Alt:400.10","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:10:52.531+00:00","ERDA","Counter:982 Temp:30.86 Hum:7.702 Press:96640.35 Gas:150588.23 Pred:0 Lat:33.42577 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:10:42.336+00:00","ISWU","Counter:981 Temp:30.87 Hum:7.740 Press:96641.00 Gas:150588.23 Pred:0 Lat:33.42577 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:10:31.805+00:00","X3WO","Counter:980 Temp:30.87 Hum:7.754 Press:96641.13 Gas:150588.23 Pred:0 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:10:21.287+00:00","QVW9","Counter:979 Temp:30.87 Hum:7.777 Press:96641.20 Gas:149532.70 Pred:1 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:10:10.861+00:00","0GCA","Counter:978 Temp:30.87 Hum:7.763 Press:96642.29 Gas:150322.95 Pred:1 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:10:00.45+00:00","Z6FD","Counter:977 Temp:30.90 Hum:7.741 Press:96642.63 Gas:150058.61 Pred:0 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:09:50.08+00:00","CNVL","Counter:976 Temp:30.93 Hum:7.746 Press:96642.88 Gas:150588.23 Pred:1 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:09:39.688+00:00","J3XJ","Counter:975 Temp:30.97 Hum:7.714 Press:96643.17 Gas:148880.48 Pred:1 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:09:29.22+00:00","YGO6","Counter:974 Temp:31.03 Hum:7.598 Press:96644.05 Gas:151389.70 Pred:1 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:09:18.843+00:00","1TGB","Counter:973 Temp:31.10 Hum:7.571 Press:96644.46 Gas:150987.91 Pred:0 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:09:08.434+00:00","0QOC","Counter:972 Temp:31.18 Hum:7.715 Press:96644.33 Gas:147848.69 Pred:0 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:08:58.064+00:00","EOQ9","Counter:971 Temp:31.24 Hum:7.919 Press:96644.04 Gas:145454.55 Pred:1 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:08:37.457+00:00","9EVO","Counter:969 Temp:31.24 Hum:7.924 Press:96642.90 Gas:145578.62 Pred:0 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:08:26.743+00:00","PX2A","Counter:968 Temp:31.22 Hum:7.957 Press:96642.93 Gas:144103.58 Pred:0 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:08:16.424+00:00","A1BG","Counter:967 Temp:31.18 Hum:7.989 Press:96642.90 Gas:144103.58 Pred:1 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:08:05.948+00:00","JGTG","Counter:966 Temp:31.15 Hum:7.950 Press:96642.60 Gas:143860.64 Pred:0 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
"ASUPAPA2","ASUMAMA2","gps","2025-03-28T22:07:55.524+00:00","RC1R","Counter:965 Temp:31.12 Hum:7.897 Press:96643.27 Gas:144837.34 Pred:0 Lat:33.42570 Lng:-111.9357 Alt:416.61","1"
